cfgID,name,nRuns,W_before_med,H_before_med,D_before_med,W_after_med,H_after_med,D_after_med,W_before_iqr,H_before_iqr,D_before_iqr,W_after_iqr,H_after_iqr,D_after_iqr,maxSpan_before_med,maxSpan_after_med,maxSpan_ratio
1,Pyramid ($N_{mic}$=4),5,0.5,0.5,0.4,0.478285590077054,0.625360527115314,0.557328310157105,0,0,0,0,0,0,0.5,0.625360527115314,1.25072105423063
3,Octahedron (6),5,0.5,0.5,0.5,0.922277279485435,0.340442943703037,0.497846202245285,0,0,0,0,0,0,0.5,0.922277279485435,1.84455455897087
5,Pentagonal antiprism (10),5,0.636956,0.606762,0.318478,0.598614107163193,0.707678000656572,0.3714469170665,0,0,0,0,0,0,0.636956,0.707678000656572,1.11103121825773
6,Icosahedron (12),5,0.638472,0.638472,0.638472,0.638472,0.638472,0.763472,0,0,0,0,0,0,0.638472,0.763472,1.19577992456991
7,Random (4),5,0.517335527769277,0.328683295897395,0.379734541133802,0.663466618067862,0.484962681343179,0.397733482184153,0.334859860447738,0.0850306163888678,0.20707628032391,0.25498932334679,0.205647544775347,0.151447372981527,0.517335527769277,0.663466618067862,1.28246869285915
8,Random (6),5,0.388227743021092,0.474014961450802,0.541022213623071,0.457435347344372,0.657130326355958,0.567849076097459,0.169491457225963,0.102231693079806,0.136377906093603,0.405949864529256,0.135021837779438,0.199323826058242,0.541022213623071,0.657130326355958,1.21460877170892
9,Random (8),5,0.535011686716678,0.488453439376455,0.554464423495087,0.551389212979062,0.631806844775782,0.642481408523099,0.0264471270574025,0.210648027751558,0.240983272361738,0.0332112423177733,0.307248768819705,0.155357060577429,0.554464423495087,0.642481408523099,1.15874234900987
10,Random (10),5,0.567883941404507,0.598373277451779,0.618874916666209,0.567883941404507,0.653615994731978,0.696413623212469,0.189994755322264,0.310829826027744,0.059859965570134,0.257680949583672,0.399218173676062,0.0460274225096622,0.618874916666209,0.696413623212469,1.12528978709292
11,Random (12),5,0.64556301305683,0.667893370351728,0.523122051922411,0.64556301305683,0.67505418882488,0.527677653991213,0.303046775769097,0.0786201109934561,0.130112023728306,0.366991453389065,0.0930201714643799,0.107405011824292,0.667893370351728,0.67505418882488,1.01072149955521
